id,Time,Comment,Time_owner,Comment_owner,Score
704,a year ago,Whale shark diving was great but day was very long like 14 hours. It felt very ethical and controlled which was good because so many tour companies exploit animals & I'd hate to partake in that. 1 star off cuz I saw dolphins held in captivity in their marina location. I can't believe it's 2022 and dolphins are still being held for tourist photo ops & dolphins encounter selfies ;(,a year ago,"Dear Cathy Huang,We appreciate your review and are very sorry you feel this way. As a compliant zoological facility all of the animals in our family are provided with the highest level of Animal Care & Welfare. You will be happy to know that our team is blessed with passionate, caring individuals with over 400 years of accumulated animal experience. Our veterinary team is comprised of experts on-site and consulting experts from around the globe. The care of the dolphins is fundamental to running a professional Zoological operation in the modern world. Each dolphin has a daily physical exam by one of our on-site veterinarians, and a body temperature is taken every day. The thermometer is not a needle, but a flexible probe designed specifically for use in animals, we sometimes do this in the program to show how well the animals are cared for. You will be glad to know that we have an amazing reproductive history and all of the animals at Cabo Dolphins were born under Human Care with us. We also assist the Authorities in rescuing, rehabilitating and releasing Marine Mammals in need along the Baja California coast. We have successfully released over 30 marine mammals from our facilities since our inception. I hope that the information provided here answers some of your questions about Cabo Dolphins, but I would like to personally welcome you back for a Behind the Scenes tour, so that you can see firsthand how we care for our Dolphin Family!",4
705,5 months ago,Emi brought us to and from our Whale Shark excursion. Had an amazing time. He was full of knowledge on the culture of Mexico and so kind to everyone. Highly recommend him and his team for your tour.,5 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.We can't wait to see you again and create more fun memories!Hasta Pronto!",5
706,2 years ago,Great Sunset Sail.....Humpback Whales were migrating and breaching within 100' of the boat.  Captain and crew were very friendly and the service was good.,2 years ago,Thank you for taking the time to write such a wonderful review about Cabo Adventures. We are delighted to read you enjoyed your adventure and appreciate your comments regarding our service.We look forward to welcoming you back in the near future and creating more unforgettable memories together.,5
707,3 months ago,It was a very fun experience. Raphael and Damien are fun guys. Make sure you bring a waterproof phone case and have a change of clothes for after you get back.,,,5
708,5 months ago,"Best part of our Cabo trip!!! Loved the zip lines, repelling and climbing in this gorgeous canyon. Amazing scenery. Incredibly knowledgeable and fun staff. Thank you Jonathan, Jesus, Mago and Dioney!!!!  We will definitely be back",5 months ago,"Thanks for the awesome review! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you. Come back and see us soon. Cheers!",5
709,3 months ago,"ISHA. Thank you so much for making our experience absolutely amazing! She’s so knowledgeable & loads of fun! We all learned a lot & had a blast cheers-ing in Español! The camel ride, the nature walk, the food & everyone who worked here was a 10/10. Thank you Isha and Cabo Adventures!",3 months ago,Thank you for your kind comments regarding the service you received from our team members; Isha will be happy to know how much you enjoyed your experience with her.From all the Cabo Adventures team we thank you for sharing your experience with other Adventurers and look forward to next time!,5
710,3 months ago,"ATV Tour with Damian, the professional ATV guide and semi-professional tequila guide. The trails were incredible, the views were stunning, and the lunch and tequila were muy bien. Muchas Damianas con Damian.",,,5
711,2 months ago,Went Camel and ATV riding and it was one of my better experiences with an ATV company.  I most definitely would use Cabo Adventures again. Damien and Issa were great on my tour.,,,5
712,2 months ago,Very rude customer service. We were 8 of us with kids . We forgot our purchase receipt at the hotel. These guys could see us in their reservation system and we were willing to show our IDs. We even had a picture of the receipt. And they denied us entry until we withdraw from their ATM which has 40$ service/exchange fees.Please don't waste your time  where they intend to cheat you. Very sad and horrible experience.,,,1
713,6 months ago,"Very rude customer service. We were 8 of us with kids . We forgot our purchase receipt at the hotel. These guys could see us in their reservation system and we were willing to show our IDs. We even had a picture of the receipt. And they denied us entry until we withdraw from their ATM which has 40$ service/exchange fees.

Please don't waste your time  where they intend to cheat you. Very sad and horrible experience.",,,1
714,3 months ago,Bill was awesome! I would definitely recommend this trip to everyone who visits!,,,5
715,a month ago,Kevin was a great tour guide. He was fun and let the excursion entertaining. Would definitely go on this tour again!,a month ago,"It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!",5
716,2 months ago,"Great tour and experience. David was an awesome host and made the experience even more special. Beautiful grounds, great food overall great adventure!!",,,5
717,4 months ago,Good experience with Javier and aqua.However front desk girl overcharged us over $100+ and refused to refund us. We always use caboadventures but won’t be back and don’t recommend unless U want to be overcharged.,,,3
718,a month ago,"What a wonderful e-bike adventure in Cabo San Lucas. Issac was so helpful and patient. We just LOVED this adventure. Beautiful, fun and a bucket list item!",a month ago,"On behalf of everyone at Cabo Adventures, we truly appreciate your kind words and look forward to next time!Warm regards",5
